,itr,T,N1,N2,beta,r,log_rank_greater,hc_greater,fisher_greater,min_p_greater,berk_jones_greater,wilcoxon_greater,log_rank_less,hc_less,fisher_less,min_p_less,berk_jones_less,wilcoxon_less
115,2,2000,1000,1000,0.5,1.0999999999999999,8.886476503888012,17.433753797540557,4300.018242753026,13.072925867030268,14.167243918013375,41.918606583803964,0.00013825546659745525,1.0414918662574075,3943.4279549536027,7.588801224377671,3.8597658635231213,-0.0
116,2,2000,1000,1000,0.5,1.2,14.695334002141829,44.70476693314903,4431.109497607607,15.500151140138563,14.062674555682564,62.35416598737822,4.1485623648529985e-07,1.1362701406260918,3859.0191413680027,8.164051548581725,4.301783671204208,-0.0
117,2,2000,1000,1000,0.6,0.0,2.148933868172976,4.070314731077991,4116.38177420947,8.934538562034538,9.03702828039923,9.593383207990865,0.12398670155972405,0.6994631091146102,3942.811680101525,7.821394921054924,2.4936167112911476,6.81806936271166e-05
118,2,2000,1000,1000,0.6,0.09999999999999999,0.512694604826636,3.5381385911977867,3959.726352472294,10.271512545432167,4.473222362359144,0.07301990420558797,0.9134937935506953,1.9040945927158042,3979.4314605198524,8.958890968007248,3.13362688651605,2.65331101385443
119,2,2000,1000,1000,0.6,0.19999999999999998,4.840148617774762,2.1202541854850656,4108.054145850492,9.447359674950434,3.429368482778616,20.487295817819472,0.007937296167982277,3.655438260964065,3828.869064700676,10.328521098289318,5.036704504599651,1.2661363077115213e-09
120,2,2000,1000,1000,0.6,0.3,1.5934245747264277,2.4763979809783505,4093.3231354210834,8.774879573166992,3.963783662865441,6.560357893996062,0.2271872757396163,1.8443654342292015,4068.294750382722,8.74273080969051,3.644524769474278,0.0014163816591140658
121,2,2000,1000,1000,0.6,0.39999999999999997,2.912607756904241,1.392128324947043,3966.2399244863054,8.823515363302342,3.4891131253967846,10.74900295762084,0.055865684983819,0.6918724526555634,3961.3140195483547,7.639211848177187,2.2354966251553265,2.1467031375448375e-05
122,2,2000,1000,1000,0.6,0.49999999999999994,5.519020334756773,4.118870273819548,4260.551410312297,8.331465058246224,8.776514385226426,23.61164707631582,0.004017834954738836,1.045445250554287,3791.7019345739427,6.183450889180496,5.444639189572019,5.566624938934733e-11
123,2,2000,1000,1000,0.6,0.6,3.714656811373753,2.0264568568309733,4038.7415779543207,9.041044693789697,3.5251048836420624,15.144447259895703,0.024665509044010495,0.766796033282507,3912.118969494292,6.838328233050138,3.4453713378607063,2.6475866406910594e-07
124,2,2000,1000,1000,0.6,0.7,5.263751385052963,3.734858101846915,4129.789408930134,7.814822970684914,7.100732738584142,29.621634949892798,0.005189292760702793,1.4952874369982045,3976.824272630144,7.536373353879429,2.6920550585476435,1.3655743202890357e-13
125,2,2000,1000,1000,0.6,0.7999999999999999,5.909223247975339,4.117700826053429,3973.2777112218146,9.47259151601046,5.335362918249963,34.26483245759763,0.0027179847788545587,2.272281689674168,4113.118357045454,6.43462311415384,3.8428714686282803,1.3322676295501888e-15
126,2,2000,1000,1000,0.6,0.8999999999999999,4.108133167375751,7.217022045323728,4031.8452316991306,11.591115930749776,6.94431164752828,15.386503279521778,0.01657504392969999,1.3020951713963336,3842.129175991399,8.105888831218294,4.050152149317431,2.0783877547245578e-07
127,2,2000,1000,1000,0.6,0.9999999999999999,14.849459968373582,13.244643528311403,4188.972616709931,12.779390987722419,8.687084199510513,71.44126347296168,3.5559983740781727e-07,-0.003932562486395301,3853.862950186606,7.277147597313685,4.292253733336345,-0.0
128,2,2000,1000,1000,0.6,1.0999999999999999,3.195675136467827,13.15010684088793,4152.205747506623,12.312851762389215,12.631064751098117,6.8081054773506615,0.04180046964928278,1.9523428667701208,3974.0372296013993,8.041156925327856,3.2320620417617034,0.0011053946804325185
129,2,2000,1000,1000,0.6,1.2,4.393030048065061,11.137230433557017,4158.101749588226,11.46519334065461,14.506825087227847,21.191211949832564,0.012440271581311111,1.113164020475722,3784.3108793335846,7.942099756985092,5.767208366727014,6.262872444836002e-10
